latitude,longitude,water_level_m,rainfall_mm,hours_rain,tide_level,historical_score,water_level_trend,rain_6h,soil_saturation,risk_level,timestamp,id,month,year_index,month_sin,month_cos,seasonal_risk_score,data_source
15.900957,108.247636,5.934,89.66,9,0.163,73.2,-0.1157,119.23,96.2,critical,2019-08-02 06:00:00,1880.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
16.054028,108.188653,12.889,79.34,14,1.331,41.0,0.2977,140.2,100.0,critical,2020-11-04 05:00:00,1640.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
15.55813,108.110494,13.084,31.21,15,1.149,76.2,0.4017,77.08,97.4,critical,2023-09-27 06:00:00,5490.0,9,3,-1.0,-1.8369701987210297e-16,70.0,
16.056482,108.217056,0.5,282.15,18,1.424,90.0,0.377,173.95,85.6,high,2022-10-14 09:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.04522,108.207238,6.894,61.15,14,1.492,58.6,-0.2489,101.9,92.4,high,2019-07-08 11:00:00,1243.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
15.987225,108.239796,1.167,42.03,3,0.996,31.1,0.1466,52.91,36.5,low,2019-12-28 08:00:00,2293.0,12,-1,-2.4492935982947064e-16,1.0,60.0,
15.951742,108.085573,10.995,108.82,14,1.578,81.1,-0.3635,184.43,100.0,critical,2024-07-22 06:00:00,5398.0,7,4,-0.4999999999999998,-0.8660254037844388,35.0,
16.00244,108.137999,0.884,9.0,2,0.741,28.7,0.0518,25.38,29.0,low,2019-07-15 15:00:00,3084.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
16.062504,108.206578,2.399,32.66,3,1.0,22.8,0.3917,21.51,64.6,medium,2021-02-26 01:00:00,1746.0,2,1,0.8660254037844386,0.5000000000000001,15.0,
16.13267,108.051357,1.675,48.16,8,0.186,32.4,0.0652,88.15,71.3,medium,2021-04-16 15:00:00,162.0,4,1,0.8660254037844387,-0.49999999999999983,10.0,
16.010056,108.194197,3.096,20.44,9,0.277,51.2,0.0461,58.1,67.5,medium,2022-06-02 06:00:00,3246.0,6,2,1.2246467991473532e-16,-1.0,25.0,
16.059493,108.17542,1.6,300.882,18,1.512,82.0,0.258,172.74,88.7,critical,2022-10-14 20:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.010056,108.194197,3.096,20.44,9,0.277,51.2,0.0461,58.1,67.5,medium,2022-06-02 06:00:00,3246.0,6,2,1.2246467991473532e-16,-1.0,25.0,
16.06741,108.181997,1.061,22.38,7,0.308,48.0,0.0172,26.72,30.1,low,2023-12-17 11:00:00,5288.0,12,3,-2.4492935982947064e-16,1.0,60.0,
16.06787,108.190525,0.7,265.712,18,1.483,85.0,0.303,168.84,90.1,high,2022-10-14 16:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.062391,108.208788,1.084,42.42,7,0.09,42.6,-0.2009,75.83,68.8,low,2022-05-12 14:00:00,959.0,5,2,0.49999999999999994,-0.8660254037844387,15.0,
15.996573,108.191463,1.936,68.94,2,1.339,53.8,0.172,42.13,36.0,medium,2021-01-16 05:00:00,4532.0,1,1,0.49999999999999994,0.8660254037844387,20.0,
16.132208,108.052361,3.076,38.51,9,0.18,51.1,-0.1407,76.01,47.5,medium,2024-09-20 11:00:00,216.0,9,4,-1.0,-1.8369701987210297e-16,70.0,
16.041144,108.185326,2.029,41.14,9,0.241,58.9,-0.2217,89.68,69.3,medium,2021-05-03 18:00:00,969.0,5,1,0.49999999999999994,-0.8660254037844387,15.0,
16.059321,108.16273,5.154,44.62,5,1.178,78.4,0.6363,58.98,83.2,critical,2020-02-12 23:00:00,2648.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
16.043568,108.105667,1.5,294.182,18,1.514,65.0,0.264,173.93,82.0,critical,2022-10-14 17:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.985412,108.24117,4.443,86.04,3,1.338,44.5,0.2681,75.83,73.8,high,2023-10-15 00:00:00,3.0,10,3,-0.8660254037844386,0.5000000000000001,85.0,
16.021888,108.209437,0.3,300.342,18,1.416,82.0,0.265,180.08,78.8,high,2022-10-14 19:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.98518,108.070887,4.95,64.57,8,0.188,61.4,0.1942,69.74,95.3,high,2024-03-28 14:00:00,829.0,3,4,1.0,6.123233995736766e-17,12.0,
16.050144,108.166416,2.777,23.47,6,0.272,55.8,0.2124,33.97,36.7,medium,2020-02-26 15:00:00,3961.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
16.004376,108.138889,0.268,2.58,0,1.421,23.3,0.0077,0.86,13.4,low,2019-06-16 13:00:00,3966.0,6,-1,1.2246467991473532e-16,-1.0,25.0,
16.079619,108.213913,1.619,63.8,3,1.049,47.4,0.2562,59.99,51.6,medium,2023-03-05 05:00:00,2521.0,3,3,1.0,6.123233995736766e-17,12.0,
15.953396,108.195544,3.991,82.56,8,0.358,59.7,-0.0521,189.59,100.0,high,2021-06-26 09:00:00,2092.0,6,1,1.2246467991473532e-16,-1.0,25.0,
15.642883,108.325365,0.084,7.85,0,1.527,26.4,0.0154,5.05,9.5,low,2023-06-06 18:00:00,2862.0,6,3,1.2246467991473532e-16,-1.0,25.0,
16.058003,108.047465,3.941,23.44,9,0.17,28.8,0.1912,63.6,65.1,medium,2022-12-22 11:00:00,3463.0,12,2,-2.4492935982947064e-16,1.0,60.0,
15.270269,108.013458,6.587,30.78,11,1.343,70.5,0.4746,40.9,66.9,critical,2019-03-22 18:00:00,3088.0,3,-1,1.0,6.123233995736766e-17,12.0,
16.063776,108.2093,2.339,57.06,2,1.424,43.9,-0.0261,38.74,50.3,medium,2022-12-05 00:00:00,1290.0,12,2,-2.4492935982947064e-16,1.0,60.0,
16.099325,108.280515,8.545,28.95,7,0.654,72.9,0.6002,108.27,100.0,critical,2022-11-04 23:00:00,5013.0,11,2,-0.5000000000000004,0.8660254037844384,80.0,
15.400964,107.761347,0.129,2.56,4,0.179,26.6,0.0198,11.58,6.7,low,2019-01-03 14:00:00,4044.0,1,-1,0.49999999999999994,0.8660254037844387,20.0,
15.958853,108.165519,2.174,31.1,1,1.467,41.4,0.3211,10.37,61.2,medium,2019-04-12 11:00:00,1057.0,4,-1,0.8660254037844387,-0.49999999999999983,10.0,
16.10604,108.085883,0.124,11.09,0,1.411,37.7,-0.1037,3.7,0.8,low,2022-04-19 16:00:00,4372.0,4,2,0.8660254037844387,-0.49999999999999983,10.0,
16.108781,108.261387,0.294,0.0,0,1.156,32.1,0.0191,3.85,6.5,low,2022-03-02 09:00:00,4007.0,3,2,1.0,6.123233995736766e-17,12.0,
16.054281,108.177438,1.5,301.348,18,1.515,82.0,0.248,189.07,83.9,critical,2022-10-14 12:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.094688,108.122315,2.791,26.83,7,0.642,23.5,0.1826,44.36,55.7,low,2020-02-02 06:00:00,792.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
15.948592,108.088335,7.484,17.95,5,0.928,86.9,0.5475,60.78,98.4,critical,2023-01-11 10:00:00,4089.0,1,3,0.49999999999999994,0.8660254037844387,20.0,
15.849781,108.01059,2.006,25.21,5,0.541,48.5,0.2674,22.4,54.5,medium,2020-07-16 21:00:00,1550.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
16.003454,108.138971,6.78,22.25,7,0.438,60.5,0.4487,64.76,100.0,critical,2020-03-27 09:00:00,617.0,3,0,1.0,6.123233995736766e-17,12.0,
16.055517,108.187425,4.187,29.97,8,0.299,76.1,-0.0123,88.27,76.7,high,2019-12-23 17:00:00,3529.0,12,-1,-2.4492935982947064e-16,1.0,60.0,
15.995982,108.19475,2.557,65.43,6,0.426,51.2,-0.2172,143.8,79.1,medium,2023-10-14 16:00:00,3047.0,10,3,-0.8660254037844386,0.5000000000000001,85.0,
15.889311,108.149973,0.098,0.0,3,1.115,33.9,-0.1126,2.5,11.6,low,2021-07-07 09:00:00,3477.0,7,1,-0.4999999999999998,-0.8660254037844388,35.0,
16.066495,108.106081,1.612,28.93,9,0.662,52.0,-0.1163,62.11,60.2,medium,2024-02-26 11:00:00,1652.0,2,4,0.8660254037844386,0.5000000000000001,15.0,
16.081066,108.064902,4.617,39.12,10,0.313,60.3,0.2578,76.76,68.5,high,2021-05-20 07:00:00,3225.0,5,1,0.49999999999999994,-0.8660254037844387,15.0,
15.817737,107.905343,4.106,72.72,1,1.023,65.9,0.6991,24.24,91.7,high,2019-06-29 19:00:00,2768.0,6,-1,1.2246467991473532e-16,-1.0,25.0,
16.09939,108.279484,6.135,63.72,2,1.326,73.5,0.304,43.63,90.0,critical,2022-11-04 18:00:00,974.0,11,2,-0.5000000000000004,0.8660254037844384,80.0,
15.557736,108.110614,6.706,25.65,1,1.464,83.7,0.7223,8.55,77.1,high,2023-09-26 16:00:00,4441.0,9,3,-1.0,-1.8369701987210297e-16,70.0,
16.056954,108.187671,9.382,68.59,8,0.337,41.5,0.4998,133.24,100.0,critical,2020-11-03 23:00:00,5290.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
15.50471,108.480449,1.367,48.02,3,1.273,44.5,0.0407,29.78,66.4,low,2020-09-18 16:00:00,3531.0,9,0,-1.0,-1.8369701987210297e-16,70.0,
16.107352,108.086116,1.996,41.04,3,1.281,40.0,0.078,53.11,42.3,medium,2019-09-12 14:00:00,3895.0,9,-1,-1.0,-1.8369701987210297e-16,70.0,
16.068836,108.175918,0.096,0.0,3,0.92,25.3,0.0956,11.41,8.3,low,2020-09-04 10:00:00,1154.0,9,0,-1.0,-1.8369701987210297e-16,70.0,
15.630775,108.28822,0.518,8.1,0,1.053,40.4,0.1861,2.7,1.4,low,2023-01-25 03:00:00,48.0,1,3,0.49999999999999994,0.8660254037844387,20.0,
16.063623,108.211601,1.0,295.353,18,1.438,85.0,0.383,180.72,83.6,high,2022-10-14 11:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.058382,108.175139,2.704,42.72,3,1.508,20.3,0.2277,36.76,55.8,medium,2023-06-14 04:00:00,524.0,6,3,1.2246467991473532e-16,-1.0,25.0,
16.144897,108.1179,1.785,48.37,4,1.352,43.7,0.2638,65.28,43.0,medium,2023-08-29 14:00:00,2394.0,8,3,-0.8660254037844384,-0.5000000000000004,45.0,
16.065281,108.208577,5.607,26.84,14,1.387,54.2,-0.3213,34.67,79.1,high,2023-01-31 11:00:00,5294.0,1,3,0.49999999999999994,0.8660254037844387,20.0,
15.617072,108.347549,4.478,14.65,2,0.562,40.5,0.3642,36.65,76.5,medium,2022-03-15 06:00:00,2476.0,3,2,1.0,6.123233995736766e-17,12.0,
16.043568,108.105667,1.5,294.182,18,1.514,65.0,0.264,173.93,82.0,critical,2022-10-14 17:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.958853,108.165519,2.174,31.1,1,1.467,41.4,0.3211,10.37,61.2,medium,2019-04-12 11:00:00,1057.0,4,-1,0.8660254037844387,-0.49999999999999983,10.0,
15.711936,108.082055,6.151,53.47,8,0.109,55.5,0.3371,91.93,73.7,high,2019-11-08 20:00:00,1087.0,11,-1,-0.5000000000000004,0.8660254037844384,80.0,
15.949419,108.084909,5.548,81.75,2,1.393,66.2,0.565,49.91,100.0,critical,2024-07-21 18:00:00,2558.0,7,4,-0.4999999999999998,-0.8660254037844388,35.0,
15.903225,108.248853,5.153,53.84,6,0.241,59.6,0.4337,98.65,83.5,critical,2020-09-08 15:00:00,805.0,9,0,-1.0,-1.8369701987210297e-16,70.0,
16.11344,108.1303,1.861,34.19,14,1.45,46.1,-0.0436,45.07,50.8,medium,2023-08-16 16:00:00,3700.0,8,3,-0.8660254037844384,-0.5000000000000004,45.0,
16.069312,108.102517,0.583,8.04,1,1.365,31.3,0.2006,6.93,5.9,low,2024-05-28 20:00:00,5051.0,5,4,0.49999999999999994,-0.8660254037844387,15.0,
15.959248,108.166788,0.066,8.91,0,1.531,29.2,-0.0796,2.97,22.7,low,2022-06-19 14:00:00,2482.0,6,2,1.2246467991473532e-16,-1.0,25.0,
15.285407,107.891092,0.0,23.78,3,1.452,21.0,0.0,18.44,7.5,low,2022-07-02 08:00:00,1857.0,7,2,-0.4999999999999998,-0.8660254037844388,35.0,
15.964008,108.158815,3.052,32.17,5,1.176,68.9,0.1251,82.3,74.0,medium,2019-04-12 12:00:00,846.0,4,-1,0.8660254037844387,-0.49999999999999983,10.0,
15.818002,107.903741,10.936,85.72,13,0.837,69.3,0.6018,116.18,100.0,critical,2019-06-30 07:00:00,3255.0,6,-1,1.2246467991473532e-16,-1.0,25.0,
15.11298,108.17953,0.419,0.0,0,1.525,34.6,0.1374,0.91,9.5,low,2023-05-29 07:00:00,1322.0,5,3,0.49999999999999994,-0.8660254037844387,15.0,
16.144766,108.11534,4.356,38.27,3,1.458,75.1,0.4039,54.07,69.6,high,2020-11-20 23:00:00,3365.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
16.01561,108.200167,4.006,59.89,4,1.533,45.1,0.6009,67.33,84.2,high,2020-05-13 17:00:00,269.0,5,0,0.49999999999999994,-0.8660254037844387,15.0,
15.221949,108.252649,9.474,105.93,10,0.576,68.6,0.5392,120.12,100.0,critical,2022-09-10 17:00:00,3631.0,9,2,-1.0,-1.8369701987210297e-16,70.0,
16.048803,108.147208,8.756,100.05,11,1.062,73.1,0.6509,149.43,100.0,critical,2022-09-23 10:00:00,5146.0,9,2,-1.0,-1.8369701987210297e-16,70.0,
16.029784,108.185506,8.932,41.49,14,1.26,48.8,-0.1096,129.49,100.0,high,2023-08-05 15:00:00,1756.0,8,3,-0.8660254037844384,-0.5000000000000004,45.0,
15.953396,108.195544,3.991,82.56,8,0.358,59.7,-0.0521,189.59,100.0,high,2021-06-26 09:00:00,2092.0,6,1,1.2246467991473532e-16,-1.0,25.0,
15.846952,108.337935,0.633,4.33,0,1.525,46.3,-0.0181,3.51,36.4,low,2022-01-24 15:00:00,5199.0,1,2,0.49999999999999994,0.8660254037844387,20.0,
15.993601,108.142125,5.495,37.5,11,1.316,78.9,0.3788,52.83,67.3,high,2024-09-23 13:00:00,1197.0,9,4,-1.0,-1.8369701987210297e-16,70.0,
16.074276,108.206303,6.139,128.03,6,0.432,60.9,0.5896,215.39,100.0,critical,2022-08-29 03:00:00,1698.0,8,2,-0.8660254037844384,-0.5000000000000004,45.0,
15.600618,108.215321,5.005,34.19,8,0.179,70.1,0.3301,74.63,84.7,critical,2023-03-12 02:00:00,141.0,3,3,1.0,6.123233995736766e-17,12.0,
16.066222,108.191776,0.7,273.186,18,1.495,85.0,0.367,178.3,87.5,high,2022-10-14 06:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.085414,108.215902,0.5,281.902,18,1.485,90.0,0.332,166.4,83.9,high,2022-10-14 17:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.570526,108.475485,0.29,24.64,3,1.535,57.2,-0.0471,23.48,6.4,low,2021-06-17 20:00:00,1014.0,6,1,1.2246467991473532e-16,-1.0,25.0,
16.089853,108.235348,0.8,285.006,18,1.467,60.0,0.324,194.07,90.2,high,2022-10-14 17:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.616395,108.348126,3.639,28.52,3,0.92,41.6,0.1875,39.09,85.7,medium,2022-03-25 11:00:00,3819.0,3,2,1.0,6.123233995736766e-17,12.0,
16.056479,108.156347,2.198,37.62,1,1.304,49.2,0.211,12.54,52.2,medium,2021-11-22 16:00:00,3604.0,11,1,-0.5000000000000004,0.8660254037844384,80.0,
15.462456,107.938139,1.98,35.2,3,1.459,12.9,0.1069,50.14,60.0,medium,2021-07-30 12:00:00,1242.0,7,1,-0.4999999999999998,-0.8660254037844388,35.0,
16.063443,108.210318,5.268,33.83,8,0.244,46.2,0.3938,44.62,62.3,high,2019-01-21 14:00:00,2142.0,1,-1,0.49999999999999994,0.8660254037844387,20.0,
16.023109,108.20209,0.5,306.826,18,1.448,82.0,0.366,177.67,86.4,high,2022-10-14 08:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.970384,108.174124,7.826,67.93,13,1.514,43.6,-0.3633,115.15,100.0,high,2024-04-28 14:00:00,1147.0,4,4,0.8660254037844387,-0.49999999999999983,10.0,
15.902244,107.493499,2.47,40.58,5,0.783,34.6,0.2123,87.76,60.3,medium,2022-02-10 21:00:00,3550.0,2,2,0.8660254037844386,0.5000000000000001,15.0,
15.617393,108.347803,4.114,19.86,4,1.271,66.4,0.3687,31.77,76.2,medium,2022-03-15 05:00:00,294.0,3,2,1.0,6.123233995736766e-17,12.0,
15.571985,108.474897,6.315,29.38,11,0.978,44.0,0.1217,46.46,82.4,high,2021-05-10 00:00:00,4900.0,5,1,0.49999999999999994,-0.8660254037844387,15.0,
16.001723,108.139444,10.529,37.66,23,0.29,44.7,-0.3563,64.46,100.0,high,2020-03-28 01:00:00,5421.0,3,0,1.0,6.123233995736766e-17,12.0,
15.799794,107.260331,5.007,51.91,17,0.679,72.4,-0.0358,64.29,95.8,critical,2019-07-30 05:00:00,1133.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
16.066495,108.106081,1.612,28.93,9,0.662,52.0,-0.1163,62.11,60.2,medium,2024-02-26 11:00:00,1652.0,2,4,0.8660254037844386,0.5000000000000001,15.0,
16.066218,108.193689,0.628,0.0,2,0.646,27.5,0.1014,4.47,16.6,low,2022-09-26 08:00:00,2705.0,9,2,-1.0,-1.8369701987210297e-16,70.0,
15.601959,108.21594,1.809,14.28,2,1.526,51.9,0.2762,24.54,40.7,medium,2023-05-01 06:00:00,5359.0,5,3,0.49999999999999994,-0.8660254037844387,15.0,
16.05432,108.189035,2.531,39.84,3,1.453,39.6,0.2934,62.99,68.0,medium,2019-12-23 12:00:00,3142.0,12,-1,-2.4492935982947064e-16,1.0,60.0,
15.800751,107.262568,4.969,19.53,9,0.237,82.2,0.2163,41.18,62.8,high,2021-03-08 08:00:00,251.0,3,1,1.0,6.123233995736766e-17,12.0,
15.979945,108.140877,1.662,27.41,6,0.197,42.2,0.0611,89.22,65.5,medium,2020-06-22 04:00:00,4617.0,6,0,1.2246467991473532e-16,-1.0,25.0,
16.058495,108.163448,0.295,0.0,0,1.469,15.8,0.0603,0.0,11.9,low,2020-04-09 13:00:00,3492.0,4,0,0.8660254037844387,-0.49999999999999983,10.0,
16.057009,108.118468,5.509,25.83,8,0.32,46.6,0.2972,45.34,77.2,high,2021-09-26 05:00:00,733.0,9,1,-1.0,-1.8369701987210297e-16,70.0,
15.986081,108.166929,0.871,14.38,5,0.093,25.1,0.0626,30.2,14.8,low,2019-01-21 16:00:00,3435.0,1,-1,0.49999999999999994,0.8660254037844387,20.0,
15.903302,107.493356,1.857,61.46,3,1.463,25.7,0.1838,58.52,56.9,medium,2022-02-10 19:00:00,3007.0,2,2,0.8660254037844386,0.5000000000000001,15.0,
15.111589,108.179061,0.342,4.03,0,1.455,35.1,-0.0136,6.37,0.0,low,2021-11-02 02:00:00,3569.0,11,1,-0.5000000000000004,0.8660254037844384,80.0,
15.094833,108.119604,2.22,40.71,4,1.097,44.9,0.1332,47.45,59.7,medium,2020-07-23 10:00:00,2588.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
15.817737,107.905343,4.106,72.72,1,1.023,65.9,0.6991,24.24,91.7,high,2019-06-29 19:00:00,2768.0,6,-1,1.2246467991473532e-16,-1.0,25.0,
15.953345,108.195988,8.99,54.56,10,0.144,49.3,0.4907,98.43,100.0,critical,2019-08-31 09:00:00,259.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
16.046991,108.068883,2.435,3.56,5,0.437,35.0,-0.1377,26.7,50.6,low,2019-08-26 06:00:00,4463.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
16.006198,108.124035,6.592,39.43,16,1.456,47.7,-0.2376,89.73,88.6,high,2023-12-15 14:00:00,2456.0,12,3,-2.4492935982947064e-16,1.0,60.0,
16.075743,108.132718,2.036,30.58,6,0.173,40.5,-0.2014,56.82,67.8,medium,2021-12-10 17:00:00,3135.0,12,1,-2.4492935982947064e-16,1.0,60.0,
15.901371,108.247455,4.271,19.33,3,1.446,69.3,0.2437,48.3,81.3,medium,2019-08-02 00:00:00,2115.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
16.04664,108.168455,1.817,36.81,6,0.447,25.6,0.1086,46.04,57.7,low,2022-04-08 02:00:00,3419.0,4,2,0.8660254037844387,-0.49999999999999983,10.0,
15.268444,108.012634,2.925,11.9,9,1.507,38.5,-0.1444,38.1,68.0,low,2023-06-22 03:00:00,273.0,6,3,1.2246467991473532e-16,-1.0,25.0,
15.539609,108.042298,4.003,68.17,3,1.03,68.7,0.1129,64.77,82.5,high,2021-08-07 05:00:00,4639.0,8,1,-0.8660254037844384,-0.5000000000000004,45.0,
15.959751,108.216539,1.738,0.61,0,1.475,54.8,0.2743,4.82,57.5,medium,2022-04-28 22:00:00,4769.0,4,2,0.8660254037844387,-0.49999999999999983,10.0,
16.056926,108.047072,3.885,33.83,9,1.218,54.9,-0.0294,48.52,66.8,medium,2022-12-22 14:00:00,4680.0,12,2,-2.4492935982947064e-16,1.0,60.0,
15.951107,108.082821,4.825,60.88,10,0.365,61.9,-0.1482,138.24,88.6,high,2021-08-18 16:00:00,3865.0,8,1,-0.8660254037844384,-0.5000000000000004,45.0,
15.286018,107.891628,1.69,0.0,0,1.432,45.1,0.1318,20.66,47.3,low,2021-03-12 10:00:00,1152.0,3,1,1.0,6.123233995736766e-17,12.0,
16.04522,108.207238,6.894,61.15,14,1.492,58.6,-0.2489,101.9,92.4,high,2019-07-08 11:00:00,1243.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
15.461941,107.938514,0.0,0.0,0,1.31,21.5,-0.1052,0.0,15.5,low,2019-08-12 22:00:00,2428.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
15.882918,108.284315,6.77,135.63,5,0.467,55.0,0.3655,160.88,100.0,critical,2020-12-26 02:00:00,1397.0,12,0,-2.4492935982947064e-16,1.0,60.0,
16.002629,108.139545,10.909,40.86,17,1.052,47.1,0.3485,60.33,100.0,critical,2020-03-27 19:00:00,3619.0,3,0,1.0,6.123233995736766e-17,12.0,
15.999371,108.142357,5.52,35.5,12,0.792,62.3,0.3186,86.34,98.9,high,2020-07-23 07:00:00,1048.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
15.568659,108.472607,5.834,59.75,15,1.46,56.8,-0.1315,140.32,100.0,critical,2020-11-24 07:00:00,866.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
15.571985,108.474897,6.315,29.38,11,0.978,44.0,0.1217,46.46,82.4,high,2021-05-10 00:00:00,4900.0,5,1,0.49999999999999994,-0.8660254037844387,15.0,
15.995774,108.12719,2.0,299.661,18,1.385,65.0,0.237,185.53,78.3,critical,2022-10-14 16:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.788675,108.106841,7.024,28.5,13,1.443,76.0,0.1898,59.29,93.3,critical,2024-12-25 00:00:00,2702.0,12,4,-2.4492935982947064e-16,1.0,60.0,
16.068457,108.101317,0.634,1.39,3,0.776,6.7,0.0414,7.4,5.0,low,2024-05-28 22:00:00,2982.0,5,4,0.49999999999999994,-0.8660254037844387,15.0,
16.134905,108.048541,0.938,12.0,0,1.473,52.1,-0.0877,15.28,18.4,low,2023-07-17 10:00:00,443.0,7,3,-0.4999999999999998,-0.8660254037844388,35.0,
16.032473,108.187881,0.5,297.783,18,1.405,82.0,0.324,182.15,87.2,high,2022-10-14 20:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.092179,108.230813,0.5,287.274,18,1.486,60.0,0.367,172.87,83.5,high,2022-10-14 17:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.96094,108.166696,5.368,22.34,14,1.217,77.0,0.0245,39.87,66.7,high,2019-04-13 00:00:00,2093.0,4,-1,0.8660254037844387,-0.49999999999999983,10.0,
15.804777,108.163576,1.453,43.93,1,1.489,51.5,0.2217,14.64,47.7,low,2019-01-09 01:00:00,1649.0,1,-1,0.49999999999999994,0.8660254037844387,20.0,
15.799882,107.262011,2.642,36.79,3,1.306,62.9,0.3828,42.47,80.4,medium,2019-07-29 15:00:00,4750.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
15.791543,108.108109,4.039,88.04,8,0.345,65.0,0.3206,135.85,100.0,high,2021-06-19 18:00:00,1632.0,6,1,1.2246467991473532e-16,-1.0,25.0,
16.082898,108.216295,0.723,23.15,3,1.529,40.0,0.1511,17.19,26.4,low,2019-11-10 11:00:00,1299.0,11,-1,-0.5000000000000004,0.8660254037844384,80.0,
15.615783,108.348132,0.403,0.0,3,0.16,43.0,0.0894,16.16,5.1,low,2019-12-19 02:00:00,3085.0,12,-1,-2.4492935982947064e-16,1.0,60.0,
15.803633,108.256365,5.697,51.36,12,0.529,75.8,0.3117,101.49,96.5,critical,2020-09-18 14:00:00,2976.0,9,0,-1.0,-1.8369701987210297e-16,70.0,
15.920415,108.110385,2.197,21.0,10,1.07,47.7,-0.0881,42.0,47.0,medium,2020-07-22 05:00:00,3172.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
15.367271,107.818865,5.416,50.44,6,1.117,46.8,0.2981,52.68,65.4,high,2020-07-09 12:00:00,390.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
15.567488,108.149542,5.781,47.02,8,0.083,47.9,0.3263,101.62,82.8,critical,2024-05-19 11:00:00,4325.0,5,4,0.49999999999999994,-0.8660254037844387,15.0,
16.05577,108.160699,13.417,87.32,19,0.253,74.8,-0.1163,100.29,100.0,critical,2021-06-11 23:00:00,1295.0,6,1,1.2246467991473532e-16,-1.0,25.0,
15.548881,108.246791,0.0,3.65,0,1.52,11.0,-0.0725,1.22,14.9,low,2021-01-22 21:00:00,3083.0,1,1,0.49999999999999994,0.8660254037844387,20.0,
15.568743,108.474432,5.855,26.2,8,0.348,74.6,0.3446,41.85,79.5,high,2021-05-09 21:00:00,1029.0,5,1,0.49999999999999994,-0.8660254037844387,15.0,
16.144198,108.116512,7.203,49.01,11,0.571,43.1,0.3524,95.7,86.0,high,2020-11-21 07:00:00,4486.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
15.949959,108.084662,9.245,91.23,8,0.09,62.9,0.6445,180.65,100.0,critical,2024-07-22 00:00:00,1867.0,7,4,-0.4999999999999998,-0.8660254037844388,35.0,
16.070704,108.107208,0.804,4.62,3,1.109,22.4,0.0258,36.8,21.6,low,2023-09-02 07:00:00,3630.0,9,3,-1.0,-1.8369701987210297e-16,70.0,
16.005387,108.126375,3.598,33.8,3,1.488,51.5,0.3919,34.84,66.4,medium,2023-12-15 01:00:00,4823.0,12,3,-2.4492935982947064e-16,1.0,60.0,
16.073641,108.204239,6.503,59.37,7,0.326,40.4,0.3638,213.05,100.0,critical,2022-08-29 04:00:00,1646.0,8,2,-0.8660254037844384,-0.5000000000000004,45.0,
15.427369,108.409729,0.411,8.48,3,0.505,22.2,-0.0494,16.87,7.9,low,2024-10-31 13:00:00,3396.0,10,4,-0.8660254037844386,0.5000000000000001,85.0,
15.22137,108.255234,8.935,52.37,9,0.272,57.8,0.6193,112.13,100.0,critical,2022-09-10 16:00:00,145.0,9,2,-1.0,-1.8369701987210297e-16,70.0,
