latitude,longitude,water_level_m,rainfall_mm,hours_rain,tide_level,historical_score,water_level_trend,rain_6h,soil_saturation,risk_level,timestamp,id,month,year_index,month_sin,month_cos,seasonal_risk_score,data_source
15.951937,108.19672,4.21,38.66,2,1.525,47.0,0.7104,17.88,94.8,high,2019-08-31T01:00:00,848,,,,,,
15.985694,108.073728,0.0,16.16,3,1.441,44.4,0.0,8.29,7.3,low,2024-06-11T11:00:00,849,,,,,,
16.058611,108.157852,0.0,0.62,0,1.477,10.2,0.0,0.21,5.2,low,2021-05-09T12:00:00,850,,,,,,
16.052311,108.172337,4.735,34.28,8,0.254,65.7,0.2278,57.87,88.2,high,2020-04-05T15:00:00,851,,,,,,
15.824571,108.222654,0.586,2.59,2,1.042,40.1,0.2261,9.38,10.9,low,2019-09-07T13:00:00,852,,,,,,
15.287366,107.891309,0.677,26.8,1,1.095,34.7,0.0478,8.93,33.8,low,2024-09-04T19:00:00,853,,,,,,
16.120146,107.986288,0.068,5.68,0,1.224,15.7,-0.114,5.36,15.3,low,2020-05-31T21:00:00,854,,,,,,
15.093892,108.122657,0.195,5.14,0,1.536,14.7,-0.0001,2.66,10.1,low,2020-03-27T06:00:00,855,,,,,,
15.983354,108.072052,0.699,0.0,3,0.732,21.8,0.059,14.03,11.7,low,2023-08-12T13:00:00,856,,,,,,
15.949084,108.086591,0.188,0.0,0,1.205,44.0,-0.0384,0.0,13.3,low,2024-02-01T08:00:00,857,,,,,,
16.074692,108.204094,0.219,15.15,8,0.205,35.1,0.1648,10.12,19.2,low,2023-07-05T17:00:00,858,,,,,,
15.878868,108.333842,0.055,18.28,2,1.151,32.9,-0.0548,6.09,2.3,low,2021-07-06T22:00:00,859,,,,,,
15.956921,107.99156,0.12,13.38,2,0.812,38.0,-0.0769,23.29,14.2,low,2021-11-20T10:00:00,860,,,,,,
16.000799,108.192431,0.752,8.37,2,0.34,40.5,-0.1709,15.82,10.0,low,2024-05-23T13:00:00,861,,,,,,
16.026824,108.186203,2.251,48.51,1,1.216,84.8,0.2333,16.17,71.6,medium,2024-01-06T10:00:00,862,,,,,,
15.538797,108.339365,9.626,134.37,10,0.983,49.2,-0.2166,222.96,100.0,high,2019-07-14T17:00:00,863,,,,,,
16.117005,108.114419,0.0,1.75,0,1.25,34.1,0.0,3.5,0.0,low,2022-02-17T18:00:00,864,,,,,,
15.619089,108.344833,0.038,0.0,1,1.108,50.6,0.0114,8.15,13.9,low,2021-10-26T10:00:00,865,,,,,,
15.568659,108.472607,5.834,59.75,15,1.46,56.8,-0.1315,140.32,100.0,critical,2020-11-24T07:00:00,866,,,,,,
16.032482,108.187439,2.288,32.84,7,0.33,46.7,0.0364,59.23,49.3,medium,2020-05-19T15:00:00,867,,,,,,
15.950221,108.085208,10.451,133.09,16,1.455,52.6,-0.3875,196.81,100.0,high,2024-07-22T08:00:00,868,,,,,,
15.52388,108.35875,2.89,46.58,3,1.15,59.1,0.0972,39.36,81.0,medium,2024-04-13T03:00:00,869,,,,,,
15.620321,108.321734,0.515,21.55,4,1.194,30.4,-0.0263,36.88,13.7,low,2023-01-22T03:00:00,870,,,,,,
16.058131,108.153233,0.756,6.27,5,0.156,51.1,-0.138,7.23,9.7,low,2024-04-06T00:00:00,871,,,,,,
15.806178,108.163311,0.866,27.82,5,1.472,30.2,0.1596,23.4,30.4,low,2021-12-29T15:00:00,872,,,,,,
15.094414,108.12127,6.598,52.66,5,1.095,66.3,0.2713,90.54,87.0,critical,2022-12-18T08:00:00,873,,,,,,
16.010835,108.201939,5.115,54.17,7,0.773,51.1,0.4656,78.47,93.8,critical,2020-11-07T05:00:00,874,,,,,,
16.030598,108.225359,0.842,0.78,0,1.348,21.6,0.1346,9.01,12.7,low,2020-02-18T00:00:00,875,,,,,,
15.845296,108.339244,2.08,82.63,4,1.17,13.0,-0.0579,70.11,42.2,medium,2020-12-13T00:00:00,876,,,,,,
16.067805,108.192551,0.126,0.0,0,1.337,16.9,-0.0152,4.63,10.8,low,2020-02-09T22:00:00,877,,,,,,
16.025098,108.06142,0.235,8.54,0,1.374,10.5,0.2349,5.52,5.2,low,2023-12-06T04:00:00,878,,,,,,
16.025584,108.186934,8.997,90.65,12,1.371,74.4,-0.2013,143.05,100.0,critical,2023-08-05T13:00:00,879,,,,,,
16.010625,108.195103,1.18,13.51,1,1.453,34.0,0.1078,10.89,21.2,low,2024-09-06T19:00:00,880,,,,,,
16.015825,108.200305,1.59,20.81,3,1.443,33.0,0.0444,36.13,57.2,low,2023-07-27T19:00:00,881,,,,,,
16.106789,108.261851,9.749,39.39,13,1.07,45.1,0.709,92.1,100.0,critical,2023-05-09T03:00:00,882,,,,,,
15.845163,108.336099,3.549,63.27,5,0.741,33.3,0.4851,106.47,79.6,high,2022-04-25T18:00:00,883,,,,,,
16.031812,108.187263,2.514,13.59,5,0.222,39.7,0.0477,33.86,33.9,low,2020-07-24T03:00:00,884,,,,,,
15.896444,108.080999,0.72,20.67,8,0.272,53.1,-0.1171,19.43,12.5,low,2023-07-23T20:00:00,885,,,,,,
15.895342,108.079804,0.0,0.0,0,1.169,43.2,0.0,1.13,6.2,low,2024-07-29T00:00:00,886,,,,,,
16.024746,108.06147,0.353,23.78,1,1.464,40.9,0.1039,7.93,10.9,low,2021-05-27T07:00:00,887,,,,,,
16.037354,108.217145,0.29,0.13,0,1.551,56.8,0.0223,0.04,17.2,low,2023-06-03T22:00:00,888,,,,,,
16.063105,108.209376,5.336,70.34,7,0.773,92.5,0.2034,149.43,94.3,critical,2021-01-16T13:00:00,889,,,,,,
15.955054,108.161956,3.923,73.99,9,0.189,60.1,-0.107,104.23,100.0,high,2024-04-13T17:00:00,890,,,,,,
16.007106,108.126433,6.421,36.87,18,0.225,71.6,-0.0994,88.23,92.7,high,2023-12-15T16:00:00,891,,,,,,
16.05998,108.157502,0.305,4.05,2,1.253,51.4,-0.0028,1.97,11.2,low,2021-06-22T01:00:00,892,,,,,,
16.052614,108.081481,2.448,49.32,8,0.112,50.3,0.223,74.9,49.7,medium,2022-07-31T07:00:00,893,,,,,,
15.960294,108.15956,1.955,30.1,1,1.449,53.9,0.2925,10.03,63.2,medium,2024-02-21T11:00:00,894,,,,,,
16.005717,108.12587,2.669,47.88,2,1.453,37.7,0.1616,32.94,87.7,medium,2022-02-06T10:00:00,895,,,,,,
15.620935,108.319403,0.587,8.61,5,0.214,48.7,0.0965,11.41,15.3,low,2019-06-30T22:00:00,896,,,,,,
16.134246,107.981739,2.632,68.14,5,1.356,14.9,0.2082,71.88,57.5,medium,2022-01-15T05:00:00,897,,,,,,
16.058632,108.177979,0.0,0.49,1,1.384,23.7,-0.0324,4.28,17.7,low,2020-01-07T05:00:00,898,,,,,,
15.619402,108.320503,0.615,9.47,1,1.16,27.1,0.1116,14.62,28.0,low,2020-11-29T13:00:00,899,,,,,,
15.883355,108.284072,0.41,15.33,2,1.504,22.6,0.1847,9.97,8.4,low,2021-12-28T18:00:00,900,,,,,,
16.132297,108.051314,0.095,12.85,0,1.227,34.8,0.0522,4.28,0.4,low,2023-03-03T11:00:00,901,,,,,,
15.90108,108.249359,0.718,30.92,3,1.383,11.8,0.174,17.78,14.8,low,2024-07-14T00:00:00,902,,,,,,
15.778475,108.085316,0.649,10.45,4,0.32,17.5,-0.0233,24.71,13.8,low,2020-08-30T17:00:00,903,,,,,,
15.62919,108.290069,0.0,0.0,4,0.424,48.1,-0.0142,2.18,19.4,low,2020-03-25T14:00:00,904,,,,,,
15.617101,108.3466,0.167,0.0,0,1.182,35.6,-0.1507,2.25,15.0,low,2024-03-07T07:00:00,905,,,,,,
15.270229,108.01403,0.186,0.0,2,1.043,26.8,0.0523,2.59,22.6,low,2023-07-13T16:00:00,906,,,,,,
15.864486,108.320518,0.11,0.0,0,1.513,15.7,0.0707,0.0,17.0,low,2019-05-20T17:00:00,907,,,,,,
16.045459,108.207155,1.309,0.0,2,1.252,47.1,0.1138,20.09,31.0,low,2020-11-30T01:00:00,908,,,,,,
15.633399,108.1537,0.343,1.88,0,0.988,54.3,0.0768,0.63,15.2,low,2019-05-08T23:00:00,909,,,,,,
16.102494,108.279328,1.488,29.63,4,1.394,22.2,0.0316,39.82,62.3,low,2023-05-22T11:00:00,910,,,,,,
16.04196,108.104412,1.885,15.55,2,1.372,38.4,0.1083,5.18,55.6,low,2019-01-09T11:00:00,911,,,,,,
16.047172,108.069473,1.725,36.77,3,1.458,21.4,0.1159,37.95,50.9,low,2019-08-26T01:00:00,912,,,,,,
15.999684,108.141666,0.48,31.39,4,1.585,43.4,-0.1003,46.19,30.3,low,2021-06-30T13:00:00,913,,,,,,
16.051396,108.079934,4.381,23.01,17,0.429,69.7,-0.1957,40.84,75.7,medium,2024-03-05T02:00:00,914,,,,,,
15.439545,108.587158,0.237,0.0,1,1.412,16.8,-0.095,1.9,14.8,low,2020-01-05T13:00:00,915,,,,,,
15.968763,108.172801,1.752,16.98,3,1.152,40.9,0.2597,6.34,50.9,medium,2023-01-11T09:00:00,916,,,,,,
16.053898,108.187626,3.025,107.15,1,1.497,75.2,0.2938,35.72,64.3,high,2019-12-17T21:00:00,917,,,,,,
16.001731,108.18999,2.183,24.86,2,1.332,27.9,0.0731,13.72,63.1,low,2020-10-03T23:00:00,918,,,,,,
15.847341,108.33844,2.177,15.09,6,1.057,32.8,-0.1669,74.76,69.6,low,2024-05-18T22:00:00,919,,,,,,
16.04742,108.068032,0.438,30.15,2,1.484,51.6,0.1419,16.25,33.8,low,2019-05-07T02:00:00,920,,,,,,
15.818148,107.902314,0.186,2.08,3,0.696,42.1,-0.0687,15.49,1.6,low,2024-06-14T02:00:00,921,,,,,,
16.083216,108.043175,6.261,32.13,7,0.075,57.1,0.2119,95.81,80.2,high,2022-09-18T04:00:00,922,,,,,,
15.520671,108.355388,1.156,1.85,4,0.099,14.0,0.0219,31.17,32.1,low,2021-10-25T13:00:00,923,,,,,,
15.713482,108.082273,0.103,10.24,1,1.152,28.0,0.0235,8.53,8.6,low,2019-06-07T03:00:00,924,,,,,,
16.030727,108.225461,10.272,91.11,14,1.423,58.6,-0.3291,170.5,100.0,high,2019-12-04T12:00:00,925,,,,,,
16.073644,108.214449,2.507,30.19,9,0.118,26.8,-0.2535,65.59,60.9,low,2022-06-25T09:00:00,926,,,,,,
15.790331,108.105744,1.054,4.8,0,1.457,32.5,0.0648,8.76,38.5,low,2022-04-22T00:00:00,927,,,,,,
15.999725,108.183744,0.772,24.53,2,1.448,39.8,0.2356,15.9,18.8,low,2019-04-21T21:00:00,928,,,,,,
16.075577,108.204433,8.555,137.78,14,1.409,50.0,-0.3198,185.62,100.0,high,2022-08-29T11:00:00,929,,,,,,
15.401469,107.761064,0.812,16.34,1,1.493,43.9,0.0527,5.45,12.3,low,2019-12-15T10:00:00,930,,,,,,
16.058203,108.158366,0.29,1.51,0,1.42,37.2,0.0021,0.5,9.2,low,2022-09-03T12:00:00,931,,,,,,
15.95995,108.139379,4.716,47.38,8,0.121,62.1,0.4467,87.01,69.8,high,2019-09-27T04:00:00,932,,,,,,
15.790977,108.106608,10.453,34.51,11,0.919,44.0,0.795,83.99,100.0,critical,2023-06-24T10:00:00,933,,,,,,
16.108725,108.262169,0.244,0.0,0,1.422,29.5,0.0447,2.77,8.4,low,2021-02-11T15:00:00,934,,,,,,
15.628953,108.290151,0.845,8.02,3,0.519,42.2,-0.0786,26.64,29.7,low,2024-09-07T14:00:00,935,,,,,,
16.004078,108.138183,0.0,14.47,0,1.203,25.7,-0.1199,4.82,24.1,low,2020-02-05T13:00:00,936,,,,,,
16.068941,108.194219,0.971,23.93,3,1.188,48.2,0.0503,35.08,21.3,low,2021-09-17T03:00:00,937,,,,,,
15.970761,108.17316,0.695,12.06,4,0.318,47.5,0.0607,16.78,19.7,low,2021-02-14T23:00:00,938,,,,,,
15.603847,108.465514,1.752,57.29,3,1.05,55.0,0.0172,51.88,68.3,medium,2024-09-06T20:00:00,939,,,,,,
16.054139,108.080782,0.42,0.01,2,0.349,48.3,-0.0941,19.68,6.4,low,2020-12-21T13:00:00,940,,,,,,
16.045498,108.209184,5.206,33.64,7,0.22,30.7,0.3373,71.36,78.7,high,2019-07-08T04:00:00,941,,,,,,
15.971275,108.172956,1.676,8.79,2,1.023,59.5,0.0132,15.25,51.2,low,2023-01-11T11:00:00,942,,,,,,
16.132366,108.051634,2.82,11.32,8,1.153,17.0,-0.1245,64.45,48.4,low,2024-09-20T13:00:00,943,,,,,,
15.22237,108.253955,4.213,61.11,1,1.484,53.3,0.7249,20.37,84.9,high,2022-09-10T08:00:00,944,,,,,,
15.733522,108.257924,1.574,13.32,0,1.445,46.1,0.0849,8.11,40.7,low,2020-03-31T19:00:00,945,,,,,,
15.850761,108.012543,1.985,59.36,7,0.358,34.1,0.0466,63.87,40.0,medium,2021-06-16T23:00:00,946,,,,,,
15.99928,108.192072,3.199,35.46,11,0.717,16.3,-0.1551,85.09,76.4,medium,2020-10-04T08:00:00,947,,,,,,
15.617887,108.348918,0.472,0.0,0,1.27,18.7,-0.0049,2.44,15.0,low,2021-02-05T12:00:00,948,,,,,,
16.06075,108.157535,0.304,11.43,0,1.45,46.1,-0.0549,8.57,17.0,low,2019-04-13T22:00:00,949,,,,,,
16.058848,108.177399,2.193,28.63,1,0.919,50.1,0.2224,9.54,52.7,medium,2023-06-14T02:00:00,950,,,,,,
15.98307,108.073183,0.459,3.95,0,1.456,13.6,0.1721,5.95,11.8,low,2024-03-29T13:00:00,951,,,,,,
16.144138,108.024434,1.673,56.19,5,1.447,58.1,0.1466,65.64,61.4,medium,2020-08-28T17:00:00,952,,,,,,
16.144568,108.1156,0.068,7.72,4,0.591,56.3,0.0679,8.82,2.1,low,2024-01-02T09:00:00,953,,,,,,
15.52363,108.356225,0.196,0.0,0,1.583,53.6,0.0478,0.0,5.7,low,2021-02-18T17:00:00,954,,,,,,
15.881893,108.283042,0.914,16.39,1,0.961,13.1,0.0356,5.46,27.2,low,2024-10-31T17:00:00,955,,,,,,
16.003165,108.13895,6.332,37.0,6,0.41,67.3,0.5532,71.26,100.0,critical,2020-03-27T08:00:00,956,,,,,,
16.029666,108.183953,3.781,46.24,5,0.958,36.9,0.161,91.17,80.8,medium,2024-01-06T14:00:00,957,,,,,,
15.78836,108.106726,5.728,90.81,4,1.039,42.8,0.7963,105.01,95.6,critical,2023-06-24T03:00:00,958,,,,,,
16.062391,108.208788,1.084,42.42,7,0.09,42.6,-0.2009,75.83,68.8,low,2022-05-12T14:00:00,959,,,,,,
16.06789,108.176807,0.373,0.0,3,0.18,53.7,0.0641,3.89,15.9,low,2023-01-01T12:00:00,960,,,,,,
15.902603,107.493147,0.197,3.11,1,1.246,24.2,0.0147,19.83,14.1,low,2024-03-16T07:00:00,961,,,,,,
15.61966,108.345834,0.027,7.26,0,1.318,21.2,-0.0398,8.15,14.4,low,2021-10-26T09:00:00,962,,,,,,
16.058541,108.218914,0.025,9.68,3,0.142,17.4,-0.0469,21.56,11.1,low,2021-01-20T03:00:00,963,,,,,,
16.004445,108.138937,9.219,21.74,13,1.462,80.6,0.4992,67.67,100.0,critical,2020-03-27T15:00:00,964,,,,,,
16.042413,108.10618,0.446,12.97,1,1.358,39.5,-0.0682,13.84,10.2,low,2021-04-05T19:00:00,965,,,,,,
16.083295,108.218535,0.998,3.93,0,1.539,44.6,0.1529,9.49,14.3,low,2019-11-22T00:00:00,966,,,,,,
15.954832,108.152902,1.583,49.99,5,0.244,29.3,-0.0998,82.58,62.1,low,2023-01-25T14:00:00,967,,,,,,
16.001058,108.138499,0.0,25.42,3,1.222,18.3,0.0,16.77,12.8,low,2021-07-13T22:00:00,968,,,,,,
16.041144,108.185326,2.029,41.14,9,0.241,58.9,-0.2217,89.68,69.3,medium,2021-05-03T18:00:00,969,,,,,,
16.065868,108.176572,0.549,0.0,0,1.015,40.1,0.0745,0.0,18.2,low,2024-10-06T08:00:00,970,,,,,,
16.116472,108.117054,1.109,5.07,3,0.778,38.2,0.2232,21.12,27.9,low,2024-04-01T18:00:00,971,,,,,,
15.539228,108.341421,0.665,10.71,0,1.391,49.5,0.1085,6.9,11.3,low,2023-07-04T11:00:00,972,,,,,,
15.865482,108.322557,0.475,0.74,2,1.213,46.4,0.0736,0.25,15.0,low,2019-05-20T21:00:00,973,,,,,,
16.09939,108.279484,6.135,63.72,2,1.326,73.5,0.304,43.63,90.0,critical,2022-11-04T18:00:00,974,,,,,,
15.77957,108.32975,0.284,0.0,2,1.297,39.3,-0.0158,6.71,7.2,low,2024-11-27T12:00:00,975,,,,,,
16.053681,108.080945,2.468,21.89,1,1.545,77.4,0.3335,7.3,65.5,medium,2024-03-04T10:00:00,976,,,,,,
15.457664,108.174447,1.985,13.58,1,0.875,26.2,0.1296,21.48,50.7,low,2019-07-29T14:00:00,977,,,,,,
15.894922,108.0808,0.919,13.62,2,1.058,38.6,0.1336,11.0,12.0,low,2023-07-23T17:00:00,978,,,,,,
16.065723,108.177049,2.89,16.51,9,0.48,65.2,0.1461,32.07,56.2,low,2024-08-25T17:00:00,979,,,,,,
16.106234,108.087706,0.0,10.7,0,1.161,16.1,-0.124,7.26,0.8,low,2022-04-19T17:00:00,980,,,,,,
16.028663,108.185547,0.622,2.08,3,0.72,25.7,-0.0365,8.85,14.5,low,2021-03-10T06:00:00,981,,,,,,
16.11874,107.984897,2.804,25.55,6,0.643,42.8,0.4636,45.6,87.0,medium,2023-05-17T23:00:00,982,,,,,,
16.045547,108.206231,1.196,13.52,1,1.368,28.5,0.0271,20.09,31.5,low,2020-11-30T00:00:00,983,,,,,,
15.369938,108.277849,1.747,6.58,0,1.263,17.1,0.2299,15.17,55.0,low,2020-11-09T00:00:00,984,,,,,,
16.047398,108.221542,0.0,0.0,0,1.43,30.9,-0.0227,5.37,5.4,low,2021-04-11T21:00:00,985,,,,,,
15.602721,108.467182,6.052,29.99,11,1.128,53.2,0.4582,25.55,81.2,high,2021-06-06T18:00:00,986,,,,,,
15.093018,108.121522,0.75,17.01,6,0.474,32.5,-0.0106,41.3,42.0,low,2023-10-22T21:00:00,987,,,,,,
15.996835,108.213435,1.356,16.42,4,1.166,40.2,0.1026,24.68,63.5,low,2024-01-02T05:00:00,988,,,,,,
16.052182,108.174117,0.455,7.34,1,1.261,38.3,0.015,6.75,0.0,low,2024-01-01T14:00:00,989,,,,,,
15.816977,107.902059,11.077,30.62,16,1.512,80.9,-0.3483,125.16,100.0,high,2019-06-30T10:00:00,990,,,,,,
16.074427,108.204278,0.03,0.0,0,1.494,22.0,-0.0616,2.78,16.3,low,2020-07-02T12:00:00,991,,,,,,
16.143681,108.115897,2.333,4.3,1,0.865,58.6,0.209,33.8,41.7,medium,2023-07-12T22:00:00,992,,,,,,
15.789541,108.105216,1.335,8.06,0,1.346,16.6,0.2809,11.45,38.4,low,2022-04-22T01:00:00,993,,,,,,
16.040428,108.105713,1.999,9.05,0,1.502,35.0,0.1142,8.2,55.5,low,2019-01-09T12:00:00,994,,,,,,
15.368737,107.818857,6.741,16.86,10,0.278,59.6,0.3119,62.33,69.2,high,2020-07-09T16:00:00,995,,,,,,
16.084009,108.148965,0.235,16.21,1,1.038,40.0,0.0718,5.4,21.3,low,2022-06-26T17:00:00,996,,,,,,
15.805275,108.381342,3.59,14.13,1,0.908,75.3,0.2671,21.7,83.1,high,2019-02-27T03:00:00,997,,,,,,
16.137757,108.027236,2.035,13.1,7,0.037,19.3,-0.0059,40.07,66.7,low,2020-01-04T13:00:00,998,,,,,,
16.1335,107.985494,3.003,21.81,7,0.156,43.5,0.195,32.96,55.3,medium,2021-07-14T14:00:00,999,,,,,,
16.055404,108.160021,0.0,14.61,0,1.514,49.7,-0.098,15.38,9.0,low,2024-11-28T17:00:00,1000,,,,,,
15.710793,108.080317,0.951,27.78,2,1.494,24.5,0.0391,18.0,36.5,low,2022-12-06T23:00:00,1001,,,,,,
15.818654,107.902079,1.125,26.44,10,0.651,27.8,0.0658,34.17,22.6,low,2024-12-31T05:00:00,1002,,,,,,
15.22084,108.25379,3.873,64.11,2,1.571,60.9,0.2103,26.38,78.5,high,2023-08-07T01:00:00,1003,,,,,,
15.7326,108.257464,3.292,43.87,6,0.674,43.0,0.2802,63.49,85.1,high,2022-04-29T18:00:00,1004,,,,,,
16.025187,108.059272,0.186,13.43,0,1.054,57.6,-0.049,10.0,5.4,low,2023-12-06T05:00:00,1005,,,,,,
16.02927,108.221457,0.221,2.15,0,1.363,27.8,0.0211,0.72,13.9,low,2024-12-07T16:00:00,1006,,,,,,
16.060103,108.048021,3.756,49.78,13,1.416,31.4,-0.129,58.42,68.8,medium,2022-12-22T15:00:00,1007,,,,,,
16.022513,108.190333,0.154,6.91,1,0.768,25.8,-0.1542,7.67,3.2,low,2019-12-24T18:00:00,1008,,,,,,
15.77929,108.331344,0.168,4.31,0,1.408,54.8,-0.0402,1.44,8.6,low,2023-04-11T17:00:00,1009,,,,,,
15.385271,108.501032,0.207,17.23,5,1.037,31.1,-0.0573,6.49,4.2,low,2023-04-23T12:00:00,1010,,,,,,
15.440103,108.585574,1.229,17.61,2,1.242,43.2,0.2716,8.05,14.0,low,2021-12-09T06:00:00,1011,,,,,,
15.440663,108.587782,0.73,0.0,0,1.423,55.9,0.1155,2.4,24.3,low,2023-11-19T13:00:00,1012,,,,,,
15.60126,108.217906,0.528,16.73,3,1.432,53.3,-0.0465,11.2,23.5,low,2024-12-28T00:00:00,1013,,,,,,
15.570526,108.475485,0.29,24.64,3,1.535,57.2,-0.0471,23.48,6.4,low,2021-06-17T20:00:00,1014,,,,,,
16.068951,108.103742,0.479,12.76,0,1.341,40.3,0.101,4.25,6.5,low,2024-05-28T18:00:00,1015,,,,,,
16.005255,108.125981,10.587,58.87,11,0.663,50.1,0.6535,91.37,95.5,critical,2020-10-07T00:00:00,1016,,,,,,
15.537737,108.34084,0.316,21.04,1,1.05,22.4,0.0448,7.01,6.5,low,2020-03-03T02:00:00,1017,,,,,,
15.094843,108.120177,2.775,42.26,6,0.153,33.1,0.226,73.65,62.6,medium,2020-07-23T12:00:00,1018,,,,,,
15.401886,107.761966,0.109,0.0,3,0.272,21.9,0.026,12.58,7.1,low,2019-01-03T13:00:00,1019,,,,,,
16.023497,108.061295,0.865,3.5,0,1.505,36.7,0.1597,7.12,16.3,low,2021-06-25T21:00:00,1020,,,,,,
15.6029,108.465137,1.861,47.97,5,1.234,52.8,0.0994,74.19,70.6,medium,2024-09-06T22:00:00,1021,,,,,,
16.056004,108.220132,6.043,40.64,14,1.267,63.6,-0.0136,82.65,83.6,high,2024-01-26T10:00:00,1022,,,,,,
16.009048,108.198388,0.1,5.75,5,0.322,52.9,0.0542,12.19,6.3,low,2024-06-05T04:00:00,1023,,,,,,
16.009285,108.193436,3.183,32.56,4,0.722,8.1,0.4058,28.51,33.0,medium,2020-10-18T13:00:00,1024,,,,,,
16.078243,108.066089,0.207,8.75,0,1.441,13.1,0.0821,11.56,14.8,low,2020-07-09T04:00:00,1025,,,,,,
15.963577,108.160405,2.733,49.2,10,0.797,33.3,0.1021,71.5,74.3,medium,2024-02-21T20:00:00,1026,,,,,,
16.119736,107.982052,0.195,0.0,1,0.931,47.6,-0.0213,14.79,6.8,low,2019-11-01T17:00:00,1027,,,,,,
16.064377,108.180548,0.077,6.95,0,1.349,47.6,-0.0726,5.6,17.7,low,2022-04-10T22:00:00,1028,,,,,,
15.568743,108.474432,5.855,26.2,8,0.348,74.6,0.3446,41.85,79.5,high,2021-05-09T21:00:00,1029,,,,,,
15.958738,107.991879,0.208,6.81,0,1.392,18.9,-0.0169,12.88,13.6,low,2021-11-20T08:00:00,1030,,,,,,
15.620117,108.320973,1.967,39.59,5,1.356,30.5,0.2008,88.26,51.4,medium,2021-05-05T12:00:00,1031,,,,,,
16.086492,108.150497,0.059,11.7,2,1.114,38.7,-0.078,11.11,20.2,low,2022-06-26T21:00:00,1032,,,,,,
15.81893,107.901797,0.899,16.3,2,1.283,27.1,0.185,13.39,21.2,low,2023-07-06T15:00:00,1033,,,,,,
15.778138,108.331528,0.579,11.43,3,0.584,25.4,0.2459,12.45,8.3,low,2023-04-11T21:00:00,1034,,,,,,
16.066202,108.176706,0.32,12.54,1,1.165,46.9,0.1572,13.56,15.7,low,2020-10-11T00:00:00,1035,,,,,,
15.366034,107.818234,1.185,18.67,2,1.562,50.7,0.1727,8.65,58.5,low,2024-03-15T16:00:00,1036,,,,,,
15.845981,107.933706,4.003,62.94,12,0.563,36.3,-0.1851,111.45,100.0,high,2024-06-23T20:00:00,1037,,,,,,
16.132475,107.983435,1.128,2.45,2,0.631,43.7,0.1058,3.58,30.1,low,2022-04-24T01:00:00,1038,,,,,,
15.798533,107.259564,4.871,9.71,7,0.481,78.9,0.344,54.58,87.3,high,2019-07-29T22:00:00,1039,,,,,,
15.603202,108.465786,1.735,33.0,2,1.53,14.5,0.1182,32.78,65.9,low,2024-09-06T19:00:00,1040,,,,,,
16.048916,108.069377,1.003,25.17,3,1.418,24.6,0.1211,23.71,41.5,low,2023-07-10T07:00:00,1041,,,,,,
15.112919,108.17802,0.188,6.6,2,0.818,22.9,0.0425,14.53,24.2,low,2020-05-03T20:00:00,1042,,,,,,
16.083343,108.217804,0.846,20.08,2,1.222,52.2,-0.0662,8.17,14.6,low,2019-11-21T23:00:00,1043,,,,,,
16.068074,108.192826,5.399,33.12,7,0.165,50.4,0.5038,62.5,62.6,high,2021-11-07T22:00:00,1044,,,,,,
15.803932,108.254612,5.075,59.32,9,0.093,44.8,0.1177,83.06,89.5,high,2020-09-18T11:00:00,1045,,,,,,
15.958018,107.990081,4.494,39.56,1,1.052,64.5,0.5751,13.19,80.9,high,2020-02-25T22:00:00,1046,,,,,,
15.802681,108.255691,4.845,38.07,17,1.092,63.1,-0.2203,110.65,100.0,high,2020-09-18T19:00:00,1047,,,,,,
15.999371,108.142357,5.52,35.5,12,0.792,62.3,0.3186,86.34,98.9,high,2020-07-23T07:00:00,1048,,,,,,
15.882877,108.283295,0.447,6.92,1,0.949,47.6,0.0976,9.14,14.3,low,2021-08-19T18:00:00,1049,,,,,,
16.132275,108.052695,0.655,6.56,1,0.601,12.3,0.142,12.38,25.6,low,2022-01-09T00:00:00,1050,,,,,,
16.144476,108.024432,0.533,20.83,4,1.461,13.8,0.0992,20.25,34.3,low,2023-07-02T04:00:00,1051,,,,,,
15.798918,107.261509,5.37,42.06,15,1.429,79.1,-0.0383,52.74,92.2,high,2019-07-30T03:00:00,1052,,,,,,
16.079517,108.215119,0.402,18.99,3,1.487,28.3,0.0956,7.07,14.3,low,2019-12-28T05:00:00,1053,,,,,,
15.439875,108.58603,0.868,39.37,8,0.494,12.5,-0.091,40.68,16.0,low,2024-07-28T17:00:00,1054,,,,,,
16.009325,108.200125,0.0,0.36,0,1.361,41.2,0.0,3.0,7.4,low,2024-06-04T22:00:00,1055,,,,,,
16.068443,108.17519,4.292,64.0,3,1.567,66.2,0.3979,58.19,74.9,high,2019-08-19T22:00:00,1056,,,,,,
15.958853,108.165519,2.174,31.1,1,1.467,41.4,0.3211,10.37,61.2,medium,2019-04-12T11:00:00,1057,,,,,,
15.733635,108.258812,0.195,0.0,0,1.549,16.0,0.1254,6.65,7.6,low,2021-11-14T11:00:00,1058,,,,,,
16.133637,108.047995,0.719,13.83,5,0.023,37.6,0.1547,8.44,5.6,low,2020-06-28T19:00:00,1059,,,,,,
16.143878,108.027623,0.576,12.94,4,0.114,29.0,0.005,15.4,34.5,low,2021-03-15T05:00:00,1060,,,,,,
16.061211,108.161859,0.808,0.0,4,0.118,63.4,0.1265,5.35,10.2,low,2020-04-09T18:00:00,1061,,,,,,
16.05417,108.188632,0.626,6.6,1,1.278,33.8,-0.0783,17.44,24.7,low,2020-03-05T04:00:00,1062,,,,,,
